KDE_BANDWIDTH_SCALE,null_best_deltaD,null_best_n,null_deltaD_n10,null_deltaD_n11,null_deltaD_n12,null_deltaD_n13,null_deltaD_n14,null_deltaD_n15,null_deltaD_n16,null_deltaD_n17,null_deltaD_n18,null_deltaD_n19,null_deltaD_n20,null_deltaD_n21,null_deltaD_n22
0.5,3.463766797814344,13,0.20283593775491227,0.4237946072329777,0.6548527170632141,3.463766797814344,1.9822368909584256,3.1407605743023623,0.47917163217923076,0.10713128482816359,0.23248976518094366,0.07422242623494668,0.22876302912332847,0.3507353186251905,1.6160504667205444
0.5,3.5533402216798002,22,1.8426509015432444,2.9851007965678384,2.4623204934558203,1.285425377286522,3.11883832596493,3.5135793752383293,0.39729855582366014,2.2000730187176814,2.263045045001636,0.4966666642784645,1.082566100987421,0.7947386517173527,3.5533402216798002
0.5,4.108513039948349,14,1.0169816890854335,1.0703717944631492,1.5183587625683188,0.8895875724052829,4.108513039948349,1.0037204820022154,0.11125505709997441,1.203816190745549,0.4361963594156819,0.5937256487547202,1.8402018979477006,1.4101953083628942,3.5082087456273854
0.5,5.969610695981139,18,1.3591093188771666,0.5858137565090686,0.6499214928151176,2.737363905426349,5.36203869747785,1.52870929278469,2.5711062035284797,2.060978269374111,5.969610695981139,0.45420530262676095,1.8615143357685824,0.9236363882797463,0.303313060216297
0.5,4.6292909738893755,20,2.7887866828840444,3.447911187464598,0.01095351189468019,2.1794692369918103,0.1434747088831294,0.7359987138912203,0.1727587758068232,0.11427506564771761,0.9536011168596659,3.925859786508571,4.6292909738893755,0.3427279222604085,3.802074808272625
0.5,9.810410624308624,10,9.810410624308624,0.4001775663041087,2.9445747985777757,0.3253872161810065,1.618305583193056,1.4895446415321487,4.303847334325965,0.3373056879814911,1.629623819854352,0.8023021317373065,1.8076721300027643,0.6794914538510142,1.695530448041211
0.5,5.985549515912062,12,0.3747304239327036,1.2897399985102211,5.985549515912062,0.328606153345369,0.12612194201630444,0.6435817169386624,1.1048028181194596,1.904482567708861,5.515599372734798,0.7869039234012902,1.6177544378925148,2.251861113217622,0.6079510645546051
0.5,5.904431476994713,16,1.9664081992866045,0.06852986989745702,2.1383938567853527,2.560923302672471,0.773458131945425,2.3740299843121484,5.904431476994713,1.271507709726606,0.7436143684294301,0.08225614034297735,0.13400734323604624,0.11197949113587313,1.8870082148231688
0.5,4.617469235309798,18,0.500974128199509,0.4769994856567763,0.3740421786593089,0.6979220455590394,0.35386866371100467,0.26116635331344895,0.7967989830115698,4.57737228853307,4.617469235309798,1.3638580890360075,0.5623674214652823,2.5455691039039507,3.896565668140788
0.5,4.08533969121509,22,0.9462392380097668,3.3005927478954504,2.5614140458179335,1.022074209100026,1.1171580510556538,0.2686135295885066,0.8408693745549733,1.925994566552781,1.6229674439153001,2.79448837954293,1.8049073008938024,2.123850984595805,4.08533969121509
